Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00    830.24     0.00     5248     0.00     0.00  SDL_IntersectRect
  0.00    830.24     0.00     4851     0.00     0.00  GLES_SetBlendMode
  0.00    830.24     0.00     4851     0.00     0.00  SetupTextureUpdate
  0.00    830.24     0.00     4455     0.00     0.00  SDL_ANDROID_drawTouchscreenKeyboard
  0.00    830.24     0.00     4455     0.00     0.00  SDL_ANDROID_processAndroidTrackballDampening
  0.00    830.24     0.00     4455     0.00     0.00  SDL_AddDirtyRect
  0.00    830.24     0.00     4455     0.00     0.00  SDL_ClearDirtyRects
  0.00    830.24     0.00     4455     0.00     0.03  SDL_GL_SwapWindow
  0.00    830.24     0.00     4454     0.00     0.00  Color16DitherYV12Mod1X
  0.00    830.24     0.00     4454     0.00     0.00  GLES_UnlockTexture
  0.00    830.24     0.00     4454     0.00     0.00  SDL_SW_QueryYUVTexturePixels
  0.00    830.24     0.00     3963     0.00     0.00  SDL_InvalidateMap
  0.00    830.24     0.00     1191     0.00     0.00  SDL_SetClipRect
  0.00    830.24     0.00     1190     0.00     0.00  SDL_InitFormat
  0.00    830.24     0.00     1188     0.00     0.00  SDL_SetSurfacePalette
  0.00    830.24     0.00      794     0.00     0.00  SDL_AllocBlitMap
  0.00    830.24     0.00      794     0.00     0.00  SDL_AllocFormat
  0.00    830.24     0.00      794     0.00     0.00  SDL_CalculatePitch
  0.00    830.24     0.00      794     0.00     0.00  SDL_FormatChanged
  0.00    830.24     0.00      792     0.00     0.00  SDL_FreeFormat
  0.00    830.24     0.00      792     0.00     0.00  SDL_FreePalette
  0.00    830.24     0.00      792     0.00     0.00  SDL_MasksToPixelFormatEnum
  0.00    830.24     0.00      400     0.00     0.00  GLES_CreateTexture
  0.00    830.24     0.00      398     0.00     0.00  SDL_PixelFormatEnumToMasks
  0.00    830.24     0.00      397     0.00     0.00  SDL_CalculateBlit
  0.00    830.24     0.00      397     0.00     0.00  SDL_LowerBlit
  0.00    830.24     0.00      396     0.00     0.00  Blit1to2
  0.00    830.24     0.00      396     0.00     0.00  GLES_SetTextureAlphaMod
  0.00    830.24     0.00      396     0.00     0.00  GLES_SetTextureBlendMode
  0.00    830.24     0.00      396     0.00     0.00  GLES_SetTextureColorMod
  0.00    830.24     0.00      396     0.00     0.00  GLES_SetTextureScaleMode
  0.00    830.24     0.00      396     0.00     0.00  SDL_AddPaletteWatch
  0.00    830.24     0.00      396     0.00     0.00  SDL_AllocPalette
  0.00    830.24     0.00      396     0.00     0.00  SDL_CalculateBlit1
  0.00    830.24     0.00      396     0.00     0.00  SDL_DelPaletteWatch
  0.00    830.24     0.00      396     0.00     0.00  SDL_FreeDirtyRects
  0.00    830.24     0.00      396     0.00     0.00  SDL_GetRGBA
  0.00    830.24     0.00      396     0.00     0.00  SDL_GetSurfaceAlphaMod
  0.00    830.24     0.00      396     0.00     0.00  SDL_GetSurfaceBlendMode
  0.00    830.24     0.00      396     0.00     0.00  SDL_GetSurfaceColorMod
  0.00    830.24     0.00      396     0.00     0.00  SDL_GetSurfaceScaleMode
  0.00    830.24     0.00      396     0.00     0.00  SDL_LockSurface
  0.00    830.24     0.00      396     0.00     0.00  SDL_MapRGBA
  0.00    830.24     0.00      396     0.00     0.00  SDL_SetTextureAlphaMod
  0.00    830.24     0.00      396     0.00     0.00  SDL_SetTextureBlendMode
  0.00    830.24     0.00      396     0.00     0.00  SDL_SetTextureColorMod
  0.00    830.24     0.00      396     0.00     0.00  SDL_SetTextureScaleMode
  0.00    830.24     0.00      396     0.00     0.00  SDL_UnlockSurface
  0.00    830.24     0.00      396     0.00     0.00  SDL_UpdateTexture
  0.00    830.24     0.00       13     0.00     0.00  SDL_GetErrBuf
  0.00    830.24     0.00        9     0.00     0.00  SDL_PeepEvents
  0.00    830.24     0.00        9     0.00     0.00  SDL_mutexP
  0.00    830.24     0.00        9     0.00     0.00  SDL_mutexV
  0.00    830.24     0.00        8     0.00     0.00  SDL_CompatEventFilter
  0.00    830.24     0.00        8     0.00     0.00  SDL_GestureProcessEvent
  0.00    830.24     0.00        8     0.00     0.00  SDL_PushEvent
  0.00    830.24     0.00        6     0.00     0.00  SDL_EventState
  0.00    830.24     0.00        6     0.00     0.01  SDL_SetError
  0.00    830.24     0.00        5     0.00     0.00  SDL_SendWindowEvent
  0.00    830.24     0.00        4     0.00     0.00  SDL_GetTouchIndexId
  0.00    830.24     0.00        3     0.00     0.00  SDL_GetCurrentDisplayModeForDisplay
  0.00    830.24     0.00        2     0.00     0.00  ANDROID_CreateWindow
  0.00    830.24     0.00        2     0.00     0.00  ANDROID_GL_MakeCurrent
  0.00    830.24     0.00        2     0.00     0.00  SDL_AddRenderDriver
  0.00    830.24     0.00        2     0.00     0.00  SDL_GL_MakeCurrent
  0.00    830.24     0.00        2     0.00     0.00  SDL_GetTouch
  0.00    830.24     0.00        2     0.00     0.00  SDL_GetVideoDevice
  0.00    830.24     0.00        2     0.00     0.00  SDL_OnWindowFocusGained
  0.00    830.24     0.00        2     0.00     0.00  SDL_OnWindowShown
  0.00    830.24     0.00        2     0.00     0.00  SDL_RaiseWindow
  0.00    830.24     0.00        2     0.00     0.00  SDL_SetDisplayModeForDisplay
  0.00    830.24     0.00        2     0.00     0.00  SDL_SetTouchFocus
  0.00    830.24     0.00        2     0.00     0.00  SDL_ShowWindow
  0.00    830.24     0.00        2     0.00     0.00  SDL_UpdateFullscreenMode
  0.00    830.24     0.00        2     0.00     0.00  SDL_UpdateWindowGrab
  0.00    830.24     0.00        1     0.00     0.00  ANDROID_Available
  0.00    830.24     0.00        1     0.00     0.00  ANDROID_CreateDevice
  0.00    830.24     0.00        1     0.00     0.00  ANDROID_DestroyWindow
  0.00    830.24     0.00        1     0.00     0.00  ANDROID_GL_CreateContext
  0.00    830.24     0.00        1     0.00     0.00  ANDROID_PumpEvents
  0.00    830.24     0.00        1     0.00     0.00  ANDROID_VideoInit
  0.00    830.24     0.00        1     0.00     0.00  Blit_RGB888_RGB565
  0.00    830.24     0.00        1     0.00   113.70  ClearVideoSurface
  0.00    830.24     0.00        1     0.00     0.00  GLES_ActivateRenderer
  0.00    830.24     0.00        1     0.00     0.04  GLES_CreateRenderer
  0.00    830.24     0.00        1     0.00     0.00  GLES_DirtyTexture
  0.00    830.24     0.00        1     0.00     0.00  GLES_QueryTexturePixels
  0.00    830.24     0.00        1     0.00     0.00  SDL_AddVideoDisplay
  0.00    830.24     0.00        1     0.00     0.00  SDL_AllocRW
  0.00    830.24     0.00        1     0.00     0.00  SDL_AssertionsInit
  0.00    830.24     0.00        1     0.00     0.00  SDL_CalculateBlitN
  0.00    830.24     0.00        1     0.00     0.00  SDL_ClearError
  0.00    830.24     0.00        1     0.00     0.00  SDL_CreateMutex
  0.00    830.24     0.00        1     0.00     0.00  SDL_CreateRGBSurfaceFrom
  0.00    830.24     0.00        1     0.00     0.04  SDL_CreateRenderer
  0.00    830.24     0.00        1     0.00     0.00  SDL_CreateWindow
  0.00    830.24     0.00        1     0.00     0.00  SDL_DestroyRenderer
  0.00    830.24     0.00        1     0.00     0.00  SDL_DirtyTexture
  0.00    830.24     0.00        1     0.00     0.00  SDL_EnableScreenSaver
  0.00    830.24     0.00        1     0.00     0.00  SDL_FillRect
  0.00    830.24     0.00        1     0.00     0.00  SDL_FlushEvent
  0.00    830.24     0.00        1     0.00     0.00  SDL_FlushEvents
  0.00    830.24     0.00        1     0.00     0.00  SDL_GL_CreateContext
  0.00    830.24     0.00        1     0.00     0.01  SDL_GL_ExtensionSupported
  0.00    830.24     0.00        1     0.00     0.01  SDL_GL_GetProcAddress
  0.00    830.24     0.00        1     0.00     0.01  SDL_GL_GetSwapInterval
  0.00    830.24     0.00        1     0.00     0.01  SDL_GL_LoadLibrary
  0.00    830.24     0.00        1     0.00     0.01  SDL_GL_SetSwapInterval
  0.00    830.24     0.00        1     0.00     0.00  SDL_GetCurrentDisplayMode
  0.00    830.24     0.00        1     0.00     0.00  SDL_GetDesktopDisplayMode
  0.00    830.24     0.00        1     0.00     0.00  SDL_GetDesktopDisplayModeForDisplay
  0.00    830.24     0.00        1     0.00     0.00  SDL_GetEventFilter
  0.00    830.24     0.00        1     0.00     0.00  SDL_GetNumRenderDrivers
  0.00    830.24     0.00        1     0.00     0.00  SDL_GetWindowFlags
  0.00    830.24     0.00        1     0.00     0.00  SDL_HasMMX
  0.00    830.24     0.00        1     0.00     0.00  SDL_InitSubSystem
  0.00    830.24     0.00        1     0.00     0.00  SDL_InstallParachute
  0.00    830.24     0.00        1     0.00     0.00  SDL_KeyboardInit
  0.00    830.24     0.00        1     0.00     0.00  SDL_KeyboardQuit
  0.00    830.24     0.00        1     0.00     0.00  SDL_MapRGB
  0.00    830.24     0.00        1     0.00     0.00  SDL_MouseInit
  0.00    830.24     0.00        1     0.00     0.00  SDL_MouseQuit
  0.00    830.24     0.00        1     0.00     0.00  SDL_PollEvent
  0.00    830.24     0.00        1     0.00     0.00  SDL_PumpEvents
  0.00    830.24     0.00        1     0.00     0.00  SDL_QueryTexture
  0.00    830.24     0.00        1     0.00     0.00  SDL_QueryTexturePixels
  0.00    830.24     0.00        1     0.00     0.00  SDL_QuitInit
  0.00    830.24     0.00        1     0.00     0.00  SDL_QuitQuit
  0.00    830.24     0.00        1     0.00     0.00  SDL_RWFromFP
  0.00    830.24     0.00        1     0.00     0.01  SDL_RecreateWindow
  0.00    830.24     0.00        1     0.00     0.00  SDL_SW_CreateYUVTexture
  0.00    830.24     0.00        1     0.00     0.00  SDL_SelectRenderer
  0.00    830.24     0.00        1     0.00     0.00  SDL_SetEventFilter
  0.00    830.24     0.00        1     0.00     0.00  SDL_SetWindowIcon
  0.00    830.24     0.00        1     0.00     0.00  SDL_StartEventLoop
  0.00    830.24     0.00        1     0.00     0.00  SDL_StartTicks
  0.00    830.24     0.00        1     0.00     0.00  SDL_StopEventLoop
  0.00    830.24     0.00        1     0.00     0.00  SDL_TouchInit
  0.00    830.24     0.00        1     0.00   113.70  SDL_UpdateRect
  0.00    830.24     0.00        1     0.00   113.70  SDL_UpdateRects
  0.00    830.24     0.00        1     0.00     0.00  SDL_VideoInit
  0.00    830.24     0.00        1     0.00     0.00  SDL_WaitEventTimeout
  0.00    830.24     0.00        1     0.00     0.00  SelectVideoDisplay

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.00% of 830.24 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     54.8    0.39  454.38                 SDL_UnlockYUVOverlay [1]
              453.78    0.00    4454/4454        SDL_SW_CopyYUVToRGB [2]
                0.15    0.36    4454/4454        SDL_LockTexture [17]
                0.09    0.00    4454/4454        SDL_UnlockTexture [25]
-----------------------------------------------
              453.78    0.00    4454/4454        SDL_UnlockYUVOverlay [1]
[2]     54.7  453.78    0.00    4454         SDL_SW_CopyYUVToRGB [2]
                0.00    0.00    4454/4454        Color16DitherYV12Mod1X [58]
                0.00    0.00       1/398         SDL_PixelFormatEnumToMasks [72]
-----------------------------------------------
                0.00    0.06       1/4455        SDL_UpdateRects [9]
                0.46  259.98    4454/4455        SDL_DisplayYUVOverlayRenderCopy [4]
[3]     31.4    0.46  260.04    4455         SDL_RenderCopy [3]
              260.04    0.00    4851/4851        GLES_RenderCopy [5]
                0.00    0.00    4852/5248        SDL_IntersectRect [51]
                0.00    0.00    4851/10103       SDL_GetCurrentRenderer [50]
-----------------------------------------------
                                                 <spontaneous>
[4]     31.4    0.01  260.44                 SDL_DisplayYUVOverlayRenderCopy [4]
                0.46  259.98    4454/4455        SDL_RenderCopy [3]
-----------------------------------------------
              260.04    0.00    4851/4851        SDL_RenderCopy [3]
[5]     31.3  260.04    0.00    4851         GLES_RenderCopy [5]
                0.00    0.00    4851/4851        GLES_SetBlendMode [52]
                0.00    0.00    4455/4851        SetupTextureUpdate [53]
                0.00    0.00    4455/4455        SDL_ClearDirtyRects [57]
-----------------------------------------------
                                                 <spontaneous>
[6]     13.7    0.00  113.76                 SDL_SetVideoMode [6]
                0.00  113.70       1/1           ClearVideoSurface [7]
                0.00    0.04       1/1           SDL_CreateRenderer [30]
                0.02    0.00       1/1           SDL_GetRendererInfo [33]
                0.00    0.00       2/400         SDL_CreateTexture [20]
                0.00    0.00       1/1           SDL_CreateRGBSurfaceFrom [47]
                0.00    0.00       1/398         SDL_CreateRGBSurface [22]
                0.00    0.00       1/2           SDL_GetVideoDevice [112]
                0.00    0.00       1/1           SelectVideoDisplay [176]
                0.00    0.00       1/1           SDL_GetDesktopDisplayMode [146]
                0.00    0.00       1/1           SDL_GetEventFilter [148]
                0.00    0.00       1/1           SDL_CreateWindow [137]
                0.00    0.00       1/1           SDL_SetWindowIcon [169]
                0.00    0.00       1/1           SDL_GetWindowFlags [150]
                0.00    0.00       1/1           SDL_QueryTexture [161]
                0.00    0.00       1/398         SDL_PixelFormatEnumToMasks [72]
                0.00    0.00       1/1           SDL_QueryTexturePixels [162]
                0.00    0.00       1/1           SDL_SetEventFilter [168]
                0.00    0.00       1/1           SDL_EnableScreenSaver [140]
-----------------------------------------------
                0.00  113.70       1/1           SDL_SetVideoMode [6]
[7]     13.7    0.00  113.70       1         ClearVideoSurface [7]
                0.00  113.70       1/1           SDL_UpdateRect [8]
                0.00    0.00       1/1           SDL_MapRGB [156]
                0.00    0.00       1/1           SDL_FillRect [141]
-----------------------------------------------
                0.00  113.70       1/1           ClearVideoSurface [7]
[8]     13.7    0.00  113.70       1         SDL_UpdateRect [8]
                0.00  113.70       1/1           SDL_UpdateRects [9]
-----------------------------------------------
                0.00  113.70       1/1           SDL_UpdateRect [8]
[9]     13.7    0.00  113.70       1         SDL_UpdateRects [9]
                0.01  113.63       1/1           SDL_RenderPresent [10]
                0.00    0.06       1/4455        SDL_RenderCopy [3]
                0.00    0.00       1/397         SDL_LowerBlit [18]
                0.00    0.00       1/1           SDL_DirtyTexture [139]
-----------------------------------------------
                0.01  113.63       1/1           SDL_UpdateRects [9]
[10]    13.7    0.01  113.63       1         SDL_RenderPresent [10]
                0.07  113.56    4455/4455        GLES_RenderPresent [11]
                0.00    0.00    4455/10103       SDL_GetCurrentRenderer [50]
-----------------------------------------------
                0.07  113.56    4455/4455        SDL_RenderPresent [10]
[11]    13.7    0.07  113.56    4455         GLES_RenderPresent [11]
                0.00  113.56    4455/4455        SDL_GL_SwapWindow [13]
-----------------------------------------------
                0.01  113.55    4455/4455        SDL_GL_SwapWindow [13]
[12]    13.7    0.01  113.55    4455         ANDROID_GL_SwapBuffers [12]
              113.55    0.00    4455/4455        SDL_ANDROID_CallJavaSwapBuffers [14]
-----------------------------------------------
                0.00  113.56    4455/4455        GLES_RenderPresent [11]
[13]    13.7    0.00  113.56    4455         SDL_GL_SwapWindow [13]
                0.01  113.55    4455/4455        ANDROID_GL_SwapBuffers [12]
-----------------------------------------------
              113.55    0.00    4455/4455        ANDROID_GL_SwapBuffers [12]
[14]    13.7  113.55    0.00    4455         SDL_ANDROID_CallJavaSwapBuffers [14]
                0.00    0.00    4455/4455        SDL_ANDROID_drawTouchscreenKeyboard [54]
                0.00    0.00    4455/4455        SDL_ANDROID_processAndroidTrackballDampening [55]
-----------------------------------------------
                                                 <spontaneous>
[15]     0.1    0.07    0.99                 SDL_CreateTextureFromSurface [15]
                0.08    0.62     396/396         SDL_ConvertSurface [16]
                0.18    0.07     396/400         SDL_CreateTexture [20]
                0.02    0.01     396/396         SDL_FreeSurface [31]
                0.00    0.01     396/396         SDL_UpdateTexture [39]
                0.00    0.00     792/792         SDL_MasksToPixelFormatEnum [71]
                0.00    0.00     396/10103       SDL_GetCurrentRenderer [50]
                0.00    0.00     396/1190        SDL_InitFormat [63]
                0.00    0.00     396/396         SDL_GetSurfaceColorMod [87]
                0.00    0.00     396/396         SDL_SetTextureColorMod [93]
                0.00    0.00     396/396         SDL_GetSurfaceAlphaMod [85]
                0.00    0.00     396/396         SDL_SetTextureAlphaMod [91]
                0.00    0.00     396/396         SDL_GetSurfaceBlendMode [86]
                0.00    0.00     396/396         SDL_SetTextureBlendMode [92]
                0.00    0.00     396/396         SDL_GetSurfaceScaleMode [88]
                0.00    0.00     396/396         SDL_SetTextureScaleMode [94]
                0.00    0.00     396/398         SDL_PixelFormatEnumToMasks [72]
-----------------------------------------------
                0.08    0.62     396/396         SDL_CreateTextureFromSurface [15]
[16]     0.1    0.08    0.62     396         SDL_ConvertSurface [16]
                0.00    0.39     396/397         SDL_LowerBlit [18]
                0.21    0.00     396/398         SDL_CreateRGBSurface [22]
                0.01    0.00     792/792         SDL_SetColorKey [36]
                0.01    0.00     792/1188        SDL_SetSurfaceBlendMode [34]
                0.00    0.00     396/1191        SDL_SetClipRect [62]
                0.00    0.00     396/396         SDL_GetRGBA [84]
                0.00    0.00     396/396         SDL_MapRGBA [90]
                0.00    0.00     396/396         SDL_LockSurface [89]
                0.00    0.00     396/396         SDL_UnlockSurface [95]
-----------------------------------------------
                0.15    0.36    4454/4454        SDL_UnlockYUVOverlay [1]
[17]     0.1    0.15    0.36    4454         SDL_LockTexture [17]
                0.36    0.00    4454/4454        GLES_LockTexture [19]
-----------------------------------------------
                0.00    0.00       1/397         SDL_UpdateRects [9]
                0.00    0.39     396/397         SDL_ConvertSurface [16]
[18]     0.0    0.00    0.39     397         SDL_LowerBlit [18]
                0.24    0.00     397/397         SDL_SoftBlit [21]
                0.15    0.00     397/397         SDL_MapSurface [24]
-----------------------------------------------
                0.36    0.00    4454/4454        SDL_LockTexture [17]
[19]     0.0    0.36    0.00    4454         GLES_LockTexture [19]
                0.00    0.00    4454/4455        SDL_AddDirtyRect [56]
-----------------------------------------------
                0.00    0.00       2/400         SDL_CreateYUVOverlay [46]
                0.00    0.00       2/400         SDL_SetVideoMode [6]
                0.18    0.07     396/400         SDL_CreateTextureFromSurface [15]
[20]     0.0    0.18    0.07     400         SDL_CreateTexture [20]
                0.04    0.01       2/2           SDL_DestroyTexture [28]
                0.00    0.02     400/400         GLES_CreateTexture [32]
                0.00    0.00     400/10103       SDL_GetCurrentRenderer [50]
-----------------------------------------------
                0.24    0.00     397/397         SDL_LowerBlit [18]
[21]     0.0    0.24    0.00     397         SDL_SoftBlit [21]
                0.00    0.00     396/396         Blit1to2 [74]
                0.00    0.00       1/1           Blit_RGB888_RGB565 [127]
-----------------------------------------------
                0.00    0.00       1/398         SDL_SetVideoMode [6]
                0.00    0.00       1/398         SDL_CreateRGBSurfaceFrom [47]
                0.21    0.00     396/398         SDL_ConvertSurface [16]
[22]     0.0    0.21    0.00     398         SDL_CreateRGBSurface [22]
                0.00    0.00     396/1188        SDL_SetSurfaceBlendMode [34]
                0.00    0.00     794/794         SDL_AllocFormat [66]
                0.00    0.00     794/794         SDL_CalculatePitch [67]
                0.00    0.00     794/1191        SDL_SetClipRect [62]
                0.00    0.00     794/794         SDL_AllocBlitMap [65]
                0.00    0.00     794/794         SDL_FormatChanged [68]
                0.00    0.00     396/396         SDL_AllocPalette [80]
                0.00    0.00     396/1188        SDL_SetSurfacePalette [64]
                0.00    0.00     396/792         SDL_FreePalette [70]
-----------------------------------------------
                                                 <spontaneous>
[23]     0.0    0.20    0.00                 SDL_LockYUVOverlay [23]
                0.00    0.00    4454/4454        SDL_SW_QueryYUVTexturePixels [60]
-----------------------------------------------
                0.15    0.00     397/397         SDL_LowerBlit [18]
[24]     0.0    0.15    0.00     397         SDL_MapSurface [24]
                0.00    0.00     397/3963        SDL_InvalidateMap [61]
                0.00    0.00     397/397         SDL_CalculateBlit [73]
-----------------------------------------------
                0.09    0.00    4454/4454        SDL_UnlockYUVOverlay [1]
[25]     0.0    0.09    0.00    4454         SDL_UnlockTexture [25]
                0.00    0.00    4454/4454        GLES_UnlockTexture [59]
-----------------------------------------------
                0.06    0.00       6/6           SDL_SetError [27]
[26]     0.0    0.06    0.00       6         SDL_GetError [26]
                0.00    0.00       6/13          SDL_GetErrBuf [96]
-----------------------------------------------
                0.00    0.01       1/6           SDL_GL_GetSwapInterval [42]
                0.00    0.01       1/6           SDL_GL_SetSwapInterval [44]
                0.00    0.01       1/6           SDL_GL_GetProcAddress [41]
                0.00    0.01       1/6           SDL_GL_LoadLibrary [43]
                0.00    0.02       2/6           GLES_CreateTexture [32]
[27]     0.0    0.00    0.06       6         SDL_SetError [27]
                0.06    0.00       6/6           SDL_GetError [26]
                0.00    0.00       6/13          SDL_GetErrBuf [96]
-----------------------------------------------
                0.04    0.01       2/2           SDL_CreateTexture [20]
[28]     0.0    0.04    0.01       2         SDL_DestroyTexture [28]
                0.01    0.00     398/398         GLES_DestroyTexture [37]
-----------------------------------------------
                0.00    0.04       1/1           SDL_CreateRenderer [30]
[29]     0.0    0.00    0.04       1         GLES_CreateRenderer [29]
                0.00    0.01       1/1           SDL_GL_SetSwapInterval [44]
                0.00    0.01       1/1           SDL_GL_GetSwapInterval [42]
                0.00    0.01       1/1           SDL_GL_ExtensionSupported [40]
                0.00    0.01       1/1           SDL_RecreateWindow [45]
                0.00    0.00       1/1           SDL_GL_CreateContext [144]
                0.00    0.00       1/2           SDL_GL_MakeCurrent [110]
-----------------------------------------------
                0.00    0.04       1/1           SDL_SetVideoMode [6]
[30]     0.0    0.00    0.04       1         SDL_CreateRenderer [30]
                0.00    0.04       1/1           GLES_CreateRenderer [29]
                0.00    0.00       1/1           SDL_DestroyRenderer [138]
                0.00    0.00       1/1           SDL_SelectRenderer [167]
                0.00    0.00       1/1           SDL_GetNumRenderDrivers [149]
-----------------------------------------------
                0.02    0.01     396/396         SDL_CreateTextureFromSurface [15]
[31]     0.0    0.02    0.01     396         SDL_FreeSurface [31]
                0.01    0.00     792/792         SDL_FreeBlitMap [35]
                0.00    0.00     792/1188        SDL_SetSurfacePalette [64]
                0.00    0.00     792/792         SDL_FreeFormat [69]
-----------------------------------------------
                0.00    0.02     400/400         SDL_CreateTexture [20]
[32]     0.0    0.00    0.02     400         GLES_CreateTexture [32]
                0.00    0.02       2/6           SDL_SetError [27]
-----------------------------------------------
                0.02    0.00       1/1           SDL_SetVideoMode [6]
[33]     0.0    0.02    0.00       1         SDL_GetRendererInfo [33]
                0.00    0.00       1/10103       SDL_GetCurrentRenderer [50]
-----------------------------------------------
                0.00    0.00     396/1188        SDL_CreateRGBSurface [22]
                0.01    0.00     792/1188        SDL_ConvertSurface [16]
[34]     0.0    0.01    0.00    1188         SDL_SetSurfaceBlendMode [34]
                0.00    0.00     792/3963        SDL_InvalidateMap [61]
-----------------------------------------------
                0.01    0.00     792/792         SDL_FreeSurface [31]
[35]     0.0    0.01    0.00     792         SDL_FreeBlitMap [35]
                0.00    0.00     792/3963        SDL_InvalidateMap [61]
-----------------------------------------------
                0.01    0.00     792/792         SDL_ConvertSurface [16]
[36]     0.0    0.01    0.00     792         SDL_SetColorKey [36]
                0.00    0.00    1188/3963        SDL_InvalidateMap [61]
-----------------------------------------------
                0.01    0.00     398/398         SDL_DestroyTexture [28]
[37]     0.0    0.01    0.00     398         GLES_DestroyTexture [37]
                0.00    0.00     396/396         SDL_FreeDirtyRects [83]
-----------------------------------------------
                0.01    0.00     396/396         SDL_UpdateTexture [39]
[38]     0.0    0.01    0.00     396         GLES_UpdateTexture [38]
                0.00    0.00     396/4851        SetupTextureUpdate [53]
-----------------------------------------------
                0.00    0.01     396/396         SDL_CreateTextureFromSurface [15]
[39]     0.0    0.00    0.01     396         SDL_UpdateTexture [39]
                0.01    0.00     396/396         GLES_UpdateTexture [38]
-----------------------------------------------
                0.00    0.01       1/1           GLES_CreateRenderer [29]
[40]     0.0    0.00    0.01       1         SDL_GL_ExtensionSupported [40]
                0.00    0.01       1/1           SDL_GL_GetProcAddress [41]
-----------------------------------------------
                0.00    0.01       1/1           SDL_GL_ExtensionSupported [40]
[41]     0.0    0.00    0.01       1         SDL_GL_GetProcAddress [41]
                0.00    0.01       1/6           SDL_SetError [27]
-----------------------------------------------
                0.00    0.01       1/1           GLES_CreateRenderer [29]
[42]     0.0    0.00    0.01       1         SDL_GL_GetSwapInterval [42]
                0.00    0.01       1/6           SDL_SetError [27]
-----------------------------------------------
                0.00    0.01       1/1           SDL_RecreateWindow [45]
[43]     0.0    0.00    0.01       1         SDL_GL_LoadLibrary [43]
                0.00    0.01       1/6           SDL_SetError [27]
-----------------------------------------------
                0.00    0.01       1/1           GLES_CreateRenderer [29]
[44]     0.0    0.00    0.01       1         SDL_GL_SetSwapInterval [44]
                0.00    0.01       1/6           SDL_SetError [27]
-----------------------------------------------
                0.00    0.01       1/1           GLES_CreateRenderer [29]
[45]     0.0    0.00    0.01       1         SDL_RecreateWindow [45]
                0.00    0.01       1/1           SDL_GL_LoadLibrary [43]
                0.00    0.00       1/2           SDL_UpdateWindowGrab [120]
                0.00    0.00       1/2           SDL_ShowWindow [118]
                0.00    0.00       1/2           ANDROID_CreateWindow [107]
                0.00    0.00       1/1           ANDROID_DestroyWindow [123]
-----------------------------------------------
